MTS793|MPT|ENG|1|2|.|/|:|44|1|1|A

Data Acquisition						Time:	240.79932	s	29/10/2021 14:44:29
Time	1000 kN Displacement	1000 kN Force	Ex D1	Ex D2	1000 kN Count
s	mm	N	mm	mm	segments
64.42334	11.793844	36335.695	0.001424551	-0.031930208	2
64.523438	11.795953	36549.902	0.00075399876	-0.032247603	2
64.623535	11.797646	36733.07	0.0011757016	-0.03285408	2
64.723633	11.798804	36936.715	0.00084638596	-0.032949448	2
64.82373	11.799915	37104.066	0.0013515353	-0.03297627	2
64.923828	11.800135	37284.695	0.00077337027	-0.033329427	2
65.023926	11.800569	37449.789	0.0010982156	-0.033657253	2
65.124023	11.803444	37630.051	0.0010699034	-0.033861399	2
65.224121	11.804413	37800.68	0.0012770295	-0.033716857	2
65.324219	11.804359	37972.035	0.00070482492	-0.034126639	2
65.424316	11.805221	38140.609	0.00084489584	-0.034086406	2
65.524414	11.806082	38308.133	0.00085830688	-0.034597516	2
65.624512	11.806849	38478.734	0.0011026859	-0.034672022	2
65.724609	11.808648	38637.777	0.0011414289	-0.03490448	2
65.824707	11.810175	38798.055	0.0010311604	-0.0356704	2
65.924805	11.810537	38959.102	0.00091940165	-0.035434961	2
66.024902	11.812837	39121.672	0.001065433	-0.03567189	2
66.125	11.812682	39281.098	0.001090765	-0.035761297	2
66.225098	11.812653	39424.074	0.0012472272	-0.035993755	2
66.325195	11.813199	39587.734	0.0010088086	-0.035977364	2
66.425293	11.81381	39744.941	0.00073164701	-0.036528707	2
66.525391	11.815872	39910.059	0.00086128712	-0.036466122	2
66.625488	11.815896	40065.785	0.0012472272	-0.036768615	2
66.725586	11.816989	40248.906	0.00071376562	-0.037068129	2
66.825684	11.818148	40460.211	0.00078529119	-0.037249923	2
66.925781	11.818997	40693.148	0.0014364719	-0.037519634	2
67.025879	11.821172	40943.871	0.00090301037	-0.037834048	2
67.125977	11.822377	41163.695	0.0010117888	-0.038217008	2
67.226074	11.824594	41397.449	0.001335144	-0.038400292	2
67.326172	11.824023	41616.258	0.0011995435	-0.038638711	2
67.42627	11.824884	41842.27	0.0014454126	-0.038787723	2
67.526367	11.826453	42063.875	0.0014796853	-0.039173663	2
67.626465	11.826328	42282.766	0.0012740493	-0.03939569	2
67.726563	11.829268	42503.316	0.0012293458	-0.039550662	2
67.82666	11.83019	42700.57	0.0013038516	-0.039711595	2
67.926758	11.830771	42906.234	0.0014558434	-0.039859116	2
68.026855	11.832049	43102.094	0.0013798475	-0.040529668	2
68.126953	11.83322	43297.445	0.0014796853	-0.040453672	2
68.227051	11.833279	43492.238	0.0014826655	-0.041104853	2
68.327148	11.8342	43685.066	0.0017821789	-0.041098893	2
68.427246	11.835578	43873.184	0.0015810132	-0.041568279	2
68.527344	11.836184	44057.633	0.0015765429	-0.041672587	2
68.627441	11.838174	44232.242	0.001502037	-0.042198598	2
68.727539	11.839018	44418.098	0.0017687678	-0.042039156	2
68.827637	11.838893	44601.285	0.0017851591	-0.042587519	2
68.927734	11.840265	44791.719	0.001578033	-0.042754412	2
69.027832	11.841691	44948.391	0.0018298626	-0.043088198	2
69.12793	11.842267	45135.367	0.0014275312	-0.043493509	2
69.228027	11.844423	45316.207	0.0019803643	-0.04375577	2
69.328125	11.843676	45491.488	0.0021934509	-0.04388541	2
69.428223	11.843676	45662.309	0.0018104911	-0.043953955	2
69.52832	11.846128	45830.984	0.0017315149	-0.044056773	2
69.628418	11.846349	46010.082	0.0018969178	-0.044551492	2
69.728516	11.846497	46207.949	0.0018283725	-0.044469535	2
69.828613	11.849568	46430.098	0.0021278858	-0.045081973	2
69.928711	11.849901	46658.363	0.002104044	-0.045087934	2
70.028809	11.851297	46891.844	0.0017240644	-0.045676529	2
70.128906	11.852182	47116.484	0.0021323562	-0.045864284	2
70.229004	11.853323	47342.141	0.0020086765	-0.046262145	2
70.329102	11.854868	47554.875	0.0021114945	-0.046575069	2
70.429199	11.854874	47783.484	0.001886487	-0.04645139	2
70.529297	11.855201	48014.926	0.001975894	-0.046753883	2
70.629395	11.857149	48221.059	0.0024601817	-0.047247112	2
70.729492	11.857559	48441.949	0.0018388033	-0.047516823	2
70.82959	11.860065	48631.684	0.0021114945	-0.047858059	2
70.929688	11.860904	48797.414	0.0024437904	-0.047752261	2
71.029785	11.86107	49014.988	0.0020846725	-0.048199296	2
71.129883	11.862994	49215.301	0.0022664666	-0.04825294	2
71.22998	11.864195	49410.727	0.0021651387	-0.048568845	2
71.330078	11.865424	49607.332	0.0022277236	-0.048848987	2
71.430176	11.86587	49783.324	0.0024780631	-0.049284101	2
71.530273	11.866767	49975.914	0.0025808811	-0.049480796	2
71.630371	11.86799	50164.93	0.002425909	-0.049614906	2
71.730469	11.86764	50343.668	0.0021994114	-0.049999356	2
71.830566	11.868829	50528.379	0.0022798777	-0.050263107	2
71.930664	11.871312	50715.063	0.0022754073	-0.050409138	2
72.030762	11.872387	50905.926	0.0022813678	-0.050927699	2
72.130859	11.871276	51094.039	0.0024959445	-0.050906837	2
72.230957	11.872779	51266.324	0.0025689602	-0.051228702	2
72.331055	11.872731	51461.805	0.0022649765	-0.051365793	2
72.431152	11.874942	51666.449	0.0024184585	-0.051862001	2
72.53125	11.876077	51859.828	0.0025510788	-0.052045286	2
72.631348	11.877271	52065.902	0.0028565526	-0.05210191	2
72.731445	11.877069	52288.746	0.0026240945	-0.052314997	2
72.831543	11.879563	52504.262	0.0025764108	-0.052645802	2
72.931641	11.879249	52729.672	0.0027000904	-0.053040683	2
73.031738	11.882207	52962.371	0.0030010939	-0.053115189	2
73.131836	11.882926	53192.621	0.002643466	-0.053682923	2
73.231934	11.883408	53450.371	0.0024244189	-0.053945184	2
73.332031	11.884548	53672.395	0.0025749207	-0.054176152	2
73.432129	11.885938	53893.711	0.0023633242	-0.054366887	2
73.532227	11.885926	54118.883	0.0026360154	-0.054739416	2
73.632324	11.886662	54344.184	0.0028535724	-0.05518049	2
73.732422	11.889045	54542.801	0.0029146671	-0.055044889	2
73.83252	11.889479	54773.883	0.0026479363	-0.05569607	2
73.932617	11.889859	54986.434	0.0026762486	-0.056226552	2
74.032715	11.891552	55187.422	0.0030070543	-0.056126714	2
74.132813	11.893614	55390.051	0.0027909875	-0.056414306	2
74.23291	11.89318	55607.719	0.0027805567	-0.057028234	2
74.333008	11.893507	55793.902	0.0028789043	-0.057061017	2
74.433105	11.896519	55989.797	0.0029474497	-0.057443976	2
74.533203	11.896221	56176.52	0.002732873	-0.057852268	2
74.633301	11.898443	56362.914	0.0030234456	-0.058203936	2
74.733398	11.899019	56571.246	0.0027507544	-0.058238208	2
74.833496	11.898949	56769.332	0.0031158328	-0.058481097	2
